x,y,u
0,95,-0.3090169943749477
0,96,-0.24868988716485535
0,97,-0.18738131458572468
0,98,-0.12533323356430465
0,99,-0.06279051952931326
1,0,0
1,1,0.05876471082964317
1,2,0.1172975042136779
1,3,0.1753673779791745
1,4,0.23274515688777228
1,5,0.28920439708480594
1,6,0.3445222797731909
1,7,0.39848049057517576
1,8,0.4508660811248881
1,9,0.5014723094743497
1,10,0.550099456017527
1,11,0.596555611686393
1,12,0.640657435339834
1,13,0.6822308773186788
1,14,0.7211118663563055
1,15,0.7571469570806872
1,16,0.7901939356154776
1,17,0.8201223808161479
1,18,0.8468141790131993
1,19,0.8701639901294642
1,20,0.890079663450682
1,21,0.9064826012705428
1,22,0.9193080691355955
1,23,0.9285054512799535
1,24,0.9340384504567762
1,25,0.9358852311302376
1,26,0.9340385057484082
1,27,0.928505563429187
1,28,0.9193082413218576
1,29,0.9064828383282875
1,30,0.890079972014502
1,31,0.8701643787200872
1,32,0.8468146582882392
1,33,0.8201229637064007
1,34,0.7901946376949185
1,35,0.7571477967622693
1,36,0.7211128654007906
1,37,0.682232061102984
1,38,0.6406588335308396
1,39,0.5965572585994671
1,40,0.550101391488808
1,41,0.5014745793327082
1,42,0.4508687383046349
1,43,0.39848359573179676
1,44,0.34452590268836936
1,45,0.28920861746534704
1,46,0.23275006612682742
1,47,0.17537308018963121
1,48,0.11730411842434846
1,49,0.058772372320153796
1,50,0.000008863029684551271
1,51,-0.0587544712970485
1,52,-0.11728568912577443
1,53,-0.17535376196291588
1,54,-0.2327294840535269
1,55,-0.2891863781289379
1,56,-0.34450158676748305
1,57,-0.3984567531882808
1,58,-0.45083888012788964
1,59,-0.5014411717826011
1,60,-0.5500638465469055
1,61,-0.5965149267959533
1,62,-0.6406109925306784
1,63,-0.6821779064775662
1,64,-0.7210514965733884
1,65,-0.7570782048206519
1,66,-0.7901156875976413
1,67,-0.8200333778158364
1,68,-0.8467129932232242
1,69,-0.8700490026222754
1,70,-0.8899490335939342
1,71,-0.9063342347864918
1,72,-0.9191395757410344
1,73,-0.9283140984450764
1,74,-0.93382110304373
1,75,-0.9356382827725955
1,76,-0.9337577900212247
1,77,-0.9281862490333546
1,78,-0.9189446964924927
1,79,-0.9060684651794346
1,80,-0.889606990726919
1,81,-0.8696235548315487
1,82,-0.8461949420430809
1,83,-0.819411018252245
1,84,-0.7893742002659734
1,85,-0.7561988104475925
1,86,-0.7200102635085708
1,87,-0.6809440383864835
1,88,-0.6391443110070155
1,89,-0.5947620642012734
1,90,-0.5479522863230385
1,91,-0.49886952399032336
1,92,-0.4476601932850425
1,93,-0.3944480573883732
1,94,-0.3393039723859036
1,95,-0.2821759410987116
1,96,-0.22270850031679484
1,97,-0.1597210059449709
1,98,-0.08952942010150855
1,99,0
2,0,0
2,1,0.054972482604267396
2,2,0.10972801397574718
2,3,0.16405049909133212
2,4,0.21772555196556587
2,5,0.2705413417393833
2,6,0.3222894286767024
2,7,0.3727655867895634
2,8,0.4217706098187595
2,9,0.46911109742318036
2,10,0.5146002184328823
2,11,0.5580584482055728
2,12,0.5993142771139119
2,13,0.6382048874428394
2,14,0.6745767959360456
2,15,0.7082864595621214
2,16,0.7392008419843964
2,17,0.7671979386466805
2,18,0.7921672582296082
2,19,0.8140102587803835
2,20,0.832640736558447
2,21,0.8479851663380928
2,22,0.859982991505529
2,23,0.8685868631764151
2,24,0.8737628269621484
2,25,0.8754904571424806
2,26,0.8737629371465625
2,27,0.8685870866786805
2,28,0.8599833346335263
2,29,0.8479856387646768
2,30,0.8326413514472879
2,31,0.8140110331775998
2,32,0.7921682132830574
2,33,0.7671991002201307
2,34,0.7392022409851371
2,35,0.7082881328105772
2,36,0.6745787866236439
2,37,0.6382072463023799
2,38,0.5993170630379198
2,39,0.5580617297764925
2,40,0.5146040747421814
2,41,0.4691156200360401
2,42,0.42177590384666147
2,43,0.37277177338226547
2,44,0.3222966464168654
2,45,0.27054974977617674
2,46,0.21773533182036273
2,47,0.16406185857362038
2,48,0.10974118951586143
2,49,0.054987744125350575
2,50,0.000017653929788355102
2,51,-0.05495208728895108
2,52,-0.1097044818571372
2,53,-0.16402338082038515
2,54,-0.21769433922135267
2,55,-0.2705054579419468
2,56,-0.32224822243412116
2,57,-0.37271832035420643
2,58,-0.4217164505232425
2,59,-0.4690491032641465
2,60,-0.5145293268013021
2,61,-0.5579774577535705
2,62,-0.5992218327965579
2,63,-0.638099457481953
2,64,-0.6744566517583436
2,65,-0.7081496461534402
2,66,-0.7390451506480996
2,67,-0.7670208682324615
2,68,-0.791965977603506
2,69,-0.8137815551263006
2,70,-0.8323809627989539
2,71,-0.8476901706130126
2,72,-0.8596480420668366
2,73,-0.8682065496441
2,74,-0.873330950613315
2,75,-0.8749998884912671
2,76,-0.8732054514673491
2,77,-0.8679531516077885
2,78,-0.859261855998513
2,79,-0.8471636316089355
2,80,-0.8317035329491067
2,81,-0.8129392905633058
2,82,-0.7909409233617811
2,83,-0.7657902242359916
2,84,-0.7375801265629461
2,85,-0.7064138786546085
2,86,-0.672403993445132
2,87,-0.6356708365501402
2,88,-0.5963407037896181
2,89,-0.5545430493636039
2,90,-0.5104063351081868
2,91,-0.46405144169071777
2,92,-0.41558067818603517
2,93,-0.36505842477202827
2,94,-0.3124754446608543
2,95,-0.2576808223498428
2,96,-0.20025208508360118
2,97,-0.13926807849464218
2,98,-0.0730650893263548
2,99,0
3,0,0
3,1,0.05140052172987264
3,2,0.10259818914555473
3,3,0.15339094850756582
3,4,0.20357834407043385
3,5,0.252962309187442
3,6,0.30134794799943876
3,7,0.3485443045930735
3,8,0.3943651166327171
3,9,0.43862955044119917
3,10,0.48116291469161465
3,11,0.5217973498163802
3,12,0.5603724905064397
3,13,0.5967360985739931
3,14,0.6307446638150203
3,15,0.6622639703419095
3,16,0.6911696263386076
3,17,0.7173475549274816
3,18,0.740694444469493
3,19,0.7611181562183817
3,20,0.7785380880734163
3,21,0.7928854925845861
3,22,0.8041037484329807
3,23,0.8121485837623882
3,24,0.816988251120737
3,25,0.8186036525839818
3,26,0.8169884154183872
3,27,0.8121489170082965
3,28,0.804104260069357
3,29,0.7928861969682727
3,30,0.7785390049067067
3,31,0.7611193108035068
3,32,0.7406958684529875
3,33,0.7173492867034273
3,34,0.6911717121468102
3,35,0.6622664648469961
3,36,0.6307476316163638
3,37,0.5967396149990432
3,38,0.5603766436096642
3,39,0.52180224143865
3,40,0.4811686630470844
3,41,0.43863629151103734
3,42,0.39437300746365545
3,43,0.3485535251144325
3,44,0.30135870518617525
3,45,0.25297483941585974
3,46,0.20359291833355972
3,47,0.1534078754593832
3,48,0.10261782159978383
3,49,0.05142326058820454
3,50,0.00002630232031339795
3,51,-0.05137013766435668
3,52,-0.10256313383071619
3,53,-0.15335055466737224
3,54,-0.2035318542794874
3,55,-0.2529088673804979
3,56,-0.30128658412405707
3,57,-0.3484739235575296
3,58,-0.3942844792120387
3,59,-0.4385372588056511
3,60,-0.48105738851661245
3,61,-0.5216768071906451
3,62,-0.5602349177939546
3,63,-0.5965792249929383
3,64,-0.6305659229950671
3,65,-0.6620604660991306
3,66,-0.6909380829443981
3,67,-0.7170842704268016
3,68,-0.7403952252281519
3,69,-0.7607782522808264
3,70,-0.7781521052382627
3,71,-0.792447301317394
3,72,-0.8036063629250471
3,73,-0.8115840309816886
3,74,-0.8163473999178325
3,75,-0.8178760210477685
3,76,-0.8161619219807583
3,77,-0.8112095893977606
3,78,-0.8030358603241916
3,79,-0.7916697679257702
3,80,-0.7771522833271882
3,81,-0.7595359946651998
3,82,-0.7388846579022952
3,83,-0.7152726485505688
3,84,-0.6887842327218413
3,85,-0.6595126577607138
3,86,-0.6275589398940109
3,87,-0.5930302768840843
3,88,-0.556037852090348
3,89,-0.516693764597016
3,90,-0.47510653717620777
3,91,-0.43137439707721226
3,92,-0.38557490523821814
3,93,-0.3377487679182624
3,94,-0.28787472172285533
3,95,-0.23583283087887025
3,96,-0.18136074488941897
3,97,-0.12404069403488108
3,98,-0.06346614540042247
3,99,0
4,0,0
4,1,0.04803636460054736
4,2,0.09588315169764845
4,3,0.14335153196815292
4,4,0.19025416949155682
4,5,0.2364059610895622
4,6,0.2816247668377564
4,7,0.3257321289059194
4,8,0.36855397583760185
4,9,0.40992130955680095
4,10,0.4496708723069393
4,11,0.48764579099258804
4,12,0.5236961962573441
4,13,0.5576798140033987
4,14,0.589462526841537
4,15,0.6189189034659708
4,16,0.6459326936171883
4,17,0.6703972869715197
4,18,0.6922161338044635
4,19,0.7113031261685387
4,20,0.7275829376144176
4,21,0.7409913206592733
4,22,0.751475360197032
4,23,0.758993682583389
4,24,0.7635166187245745
4,25,0.7650263215037205
4,26,0.7635168359582231
4,27,0.7589941232232587
4,28,0.7514760366686394
4,29,0.7409922520162424
4,30,0.7275841497850886
4,31,0.7113046527270196
4,32,0.6922180164002464
4,33,0.6703995765384332
4,34,0.6459354510149516
4,35,0.6189222011914914
4,36,0.5894664499250384
4,37,0.5576844623107412
4,38,0.5237016856994022
4,39,0.4876522565340513
4,40,0.4496784695669795
4,41,0.409930218670081
4,42,0.3685644035482455
4,43,0.3257443134614615
4,44,0.28163898070874493
4,45,0.2364225171186386
4,46,0.19027342441009337
4,47,0.143373894073022
4,48,0.09590908538752013
4,49,0.04806639991580194
4,50,0.000034738469557333423
4,51,-0.047996238139916325
4,52,-0.09583686156073555
4,53,-0.14329819699955904
4,54,-0.19019279332122407
4,55,-0.23633541404051844
4,56,-0.28154377329061964
4,57,-0.32563924486614554
4,58,-0.3684475724711098
4,59,-0.4097995452590679
4,60,-0.4495316711113235
4,61,-0.48748680756531726
4,62,-0.523514787353201
4,63,-0.5574729941906851
4,64,-0.5892269303967512
4,65,-0.6186507276969548
4,66,-0.6456276474036436
4,67,-0.6700505171152824
4,68,-0.6918221545946285
4,69,-0.7108557219305034
4,70,-0.7270750647963733
4,71,-0.7404149761345318
4,72,-0.7508214427154662
4,73,-0.7582518104449663
4,74,-0.76267492972439
4,75,-0.7640712135849751
4,76,-0.7624326716035917
4,77,-0.7577628492967122
4,78,-0.7500767359476441
4,79,-0.739400567136302
4,80,-0.7257715820168731
4,81,-0.709237656458553
4,82,-0.689856864063304
4,83,-0.6676968761419625
4,84,-0.6428342344898013
4,85,-0.6153533856666462
4,86,-0.585345470771409
4,87,-0.5529067073759172
4,88,-0.5181362704854612
4,89,-0.48113339195694904
4,90,-0.4419934082837579
4,91,-0.40080226423400334
4,92,-0.35762899323833575
4,93,-0.3125157471502829
4,94,-0.2654659690139559
4,95,-0.21643445406832135
4,96,-0.165332006369763
4,97,-0.11207759807131298
4,98,-0.05676370422407441
4,99,0
5,0,0
5,1,0.04486833829490314
5,2,0.08955960185910375
5,3,0.13389741479726192
5,4,0.1777067961334871
5,5,0.22081485037719653
5,6,0.2630514498794148
5,7,0.30424990623790893
5,8,0.34424762816666277
5,9,0.3828867631503461
5,10,0.42001482045524835
5,11,0.4554852729113116
5,12,0.4891581352439529
5,13,0.5209005164895
5,14,0.5505871445337
5,15,0.5781008604434631
5,16,0.6033330809484082
5,17,0.6261842268860071
5,18,0.6465641163439505
5,19,0.6643923204525827
5,20,0.6795984810028318
5,21,0.6921225879627826
5,22,0.7019152165812383
5,23,0.7089377222362658
5,24,0.7131623933094388
5,25,0.7145725602736901
5,26,0.7131626619579592
5,27,0.7089382671291149
5,28,0.701916053140198
5,29,0.69212373963519
5,30,0.6795999799647956
5,31,0.664394208021695
5,32,0.6465664441940487
5,33,0.6261870577008173
5,34,0.6033364902131463
5,35,0.5781049373829131
5,36,0.5505919945745128
5,37,0.5209062625442283
5,38,0.4891649209690595
5,39,0.4554932644200731
5,40,0.4200242105312267
5,41,0.3828977734981749
5,42,0.34426051478033715
5,43,0.30426496233105926
5,44,0.26306901265394994
5,45,0.22083530481617258
5,46,0.1777305834708098
5,47,0.13392503741005596
5,48,0.08959163380683809
5,49,0.044905431619051424
5,50,0.00004289778625640381
5,51,-0.0448187938070103
5,52,-0.08950245312659301
5,53,-0.13383157852255953
5,54,-0.17763104331553314
5,55,-0.22072779280942784
5,56,-0.26295151548773116
5,57,-0.304135321569622
5,58,-0.34411638781830095
5,59,-0.38273660693604983
5,60,-0.4198431953219242
5,61,-0.45528930296551556
5,62,-0.4889345739600351
5,63,-0.5206457070281044
5,64,-0.5502969591690486
5,65,-0.5777706474964897
5,66,-0.6029575870296682
5,67,-0.6257575250853039
5,68,-0.6460795048394861
5,69,-0.6638422240045965
5,70,-0.6789743162727151
5,71,-0.6914146262718095
5,72,-0.7011124011541331
5,73,-0.7080274736037575
5,74,-0.7121303553029169
5,75,-0.7134023185859318
5,76,-0.7118353816605907
5,77,-0.7074322764950169
5,78,-0.7002063112735535
5,79,-0.690181205574371
5,80,-0.6773908062298738
5,81,-0.6618787574754997
5,82,-0.6436980274687556
5,83,-0.622910354265717
5,84,-0.599585502516547
5,85,-0.5738003732224296
5,86,-0.5456378368424716
5,87,-0.5151852952335441
5,88,-0.48253280736964727
5,89,-0.44777073509623805
5,90,-0.4109867223195952
5,91,-0.37226199463050097
5,92,-0.33166703128634656
5,93,-0.2892572984987399
5,94,-0.24507089367391655
5,95,-0.1991327250068424
5,96,-0.1514746065397803
5,97,-0.10218695236348266
5,98,-0.051517568594771634
5,99,0
6,0,0
6,1,0.041885505158776606
6,2,0.08360570748446275
6,3,0.12499595652533049
6,4,0.1658929040100522
6,5,0.2061351485237772
6,6,0.24556387247694073
6,7,0.28402346891105207
6,8,0.3213621555906803
6,9,0.357432574057028
6,10,0.3920923711561556
6,11,0.4252047608975864
6,12,0.45663906424407685
6,13,0.48627122492094355
6,14,0.5139842989493493
6,15,0.539668916280596
6,16,0.5632237123455233
6,17,0.5845557282453052
6,18,0.6035807775015778
6,19,0.6202237785079348
6,20,0.6344190506843115
6,21,0.6461105739662081
6,22,0.6552522096764732
6,23,0.6618078829855396
6,24,0.6657517249964452
6,25,0.6670681753309824
6,26,0.6657520431607986
6,27,0.661808528342243
6,28,0.6552532003980822
6,29,0.646111937918162
6,30,0.6344208257825016
6,31,0.6202260138454293
6,32,0.6035835339712408
6,33,0.5845590803058489
6,34,0.5632277489506157
6,35,0.5396737433776089
6,36,0.5139900407759275
6,37,0.4862780273647367
6,38,0.4566470965905073
6,39,0.42521422021727034
6,40,0.3921034846149449
6,41,0.3574456045410005
6,42,0.32137740472319487
6,43,0.2840412841747653
6,44,0.2455846511249327
6,45,0.20615934651629902
6,46,0.16592104106097225
6,47,0.12502862724145103
6,48,0.08364358785910464
6,49,0.04192936638822697
6,50,0.000050716829400210967
6,51,-0.04182693735701778
6,52,-0.08353816198196107
6,53,-0.12491815416830981
6,54,-0.16580339940648964
6,55,-0.20603230406021666
6,56,-0.24544584048406337
6,57,-0.2838881595771442
6,58,-0.3212072138372159
6,59,-0.3572553397835022
6,60,-0.391889849086679
6,61,-0.4249735710522214
6,62,-0.4563754023387565
6,63,-0.48597080017177563
6,64,-0.5136422816148759
6,65,-0.5392798587338283
6,66,-0.562781478871325
6,67,-0.5840533935465426
6,68,-0.6030105316345775
6,69,-0.6195767942774326
6,70,-0.6336853531732565
6,71,-0.6452788640464557
6,72,-0.6543096822259796
6,73,-0.660739987033774
6,74,-0.6645419061644522
6,75,-0.6656975422889596
6,76,-0.6641989958982006
6,77,-0.6600482827586959
6,78,-0.6532572408933615
6,79,-0.6438473219920419
6,80,-0.6318493603924835
6,81,-0.6173032109359251
6,82,-0.6002573433581839
6,83,-0.5807682798948421
6,84,-0.558899953377461
6,85,-0.5347228661826745
6,86,-0.5083131123412765
6,87,-0.4797511387011734
6,88,-0.4491202986045011
6,89,-0.41650509789124246
6,90,-0.38198924332857614
6,91,-0.34565356959146176
6,92,-0.30757432139370283
6,93,-0.2678226425096109
6,94,-0.2264671548470481
6,95,-0.18358279915817377
6,96,-0.13927075086288923
6,97,-0.09369409574949007
6,98,-0.04712766497100646
6,99,0
7,0,0
7,1,0.03907761066644959
7,2,0.07800099999564294
7,3,0.11661655529460556
7,4,0.15477187876605164
7,5,0.19231638894722347
7,6,0.22910191500904625
7,7,0.26498328150367395
7,8,0.29981888134184387
7,9,0.3334712346252811
7,10,0.36580753127053234
7,11,0.39670015510969114
7,12,0.4260271876096037
7,13,0.4536728889704673
7,14,0.4795281550052425
7,15,0.5034909476418294
7,16,0.525466697769213
7,17,0.5453686783443565
7,18,0.5631183468675046
7,19,0.5786456551969764
7,20,0.5918893262728313
7,21,0.6027970957370319
7,22,0.6113259185674285
7,23,0.6174421386714763
7,24,0.621121622204968
7,25,0.6223498524376
7,26,0.6211219876957292
7,27,0.617442879969633
7,28,0.6113270566186251
7,29,0.6027986623842356
7,30,0.5918913652105782
7,31,0.5786482225259701
7,32,0.5631215127425135
7,33,0.5453725278519452
7,34,0.5254713333570373
7,35,0.503496490377069
7,36,0.4795347479112414
7,37,0.4536806987471037
7,38,0.42603640904469
7,39,0.3967110133704476
7,40,0.3658202876031174
7,41,0.3334861893604021
7,42,0.2998363811477699
7,43,0.2650037232910093
7,44,0.22912575506264815
7,45,0.1923441479682389
7,46,0.15480415327918506
7,47,0.11665402413376964
7,48,0.07804443846912482
7,49,0.039127898881694566
7,50,0.00005814037645102653
7,51,-0.03901048271964924
7,52,-0.0779235944920581
7,53,-0.11652741396696639
7,54,-0.15466934849610994
7,55,-0.19219860414631032
7,56,-0.22896676491348097
7,57,-0.26482838744903364
7,58,-0.2996415564345576
7,59,-0.33326845429927054
7,60,-0.3655758833694115
7,61,-0.3964358015166067
7,62,-0.42572580209040345
7,63,-0.45332960680726503
7,64,-0.4791374949527736
7,65,-0.5030467452405757
7,66,-0.5249620062897803
7,67,-0.5447956796008774
7,68,-0.5624682238084215
7,69,-0.5779084712577017
7,70,-0.5910538589018717
7,71,-0.6018506710954207
7,72,-0.6102541900895022
7,73,-0.6162288573893148
7,74,-0.6197483363479677
7,75,-0.6207955834486942
7,76,-0.6193628141015339
7,77,-0.6154514730054539
7,78,-0.6090720912841404
7,79,-0.6002441408993147
7,80,-0.5889957658287809
7,81,-0.5753634983718461
7,82,-0.5593918382602138
7,83,-0.5411327981005924
7,84,-0.5206452926835315
7,85,-0.4979944698199432
7,86,-0.4732508659843212
7,87,-0.4464894861467087
7,88,-0.41778871986969585
7,89,-0.38722923472646764
7,90,-0.35489286943825266
7,91,-0.3208618498763332
7,92,-0.2852187017392833
7,93,-0.24804772835775696
7,94,-0.2094392485574969
7,95,-0.16949837653165323
7,96,-0.1283599950088623
7,97,-0.08621007774547038
7,98,-0.043308545857579095
7,99,0
8,0,0
8,1,0.03643503445173281
8,2,0.07272627662320807
8,3,0.10873050172513501
8,4,0.14430561770058042
8,5,0.17931122601691557
8,6,0.2136091757431916
8,7,0.2470641088015322
8,8,0.2795439941407814
8,9,0.31092064885251164
8,10,0.34107024401366537
8,11,0.3698737934549244
8,12,0.39721762329016924
8,13,0.4229938206375034
8,14,0.44710065942398486
8,15,0.4694430019941842
8,16,0.48993267446567684
8,17,0.5084888149067861
8,18,0.5250381923107937
8,19,0.539515495871884
8,20,0.5518635925312807
8,21,0.5620337528152051
8,22,0.5699858428700634
8,23,0.5756884833339222
8,24,0.5791191728050901
8,25,0.5802643772835352
8,26,0.5791195830913634
8,27,0.5756893155261806
8,28,0.5699871203559851
8,29,0.5620355114554996
8,30,0.5518658811143227
8,31,0.5395183775621314
8,32,0.5250417454398963
8,33,0.5084931352428603
8,34,0.48993787639267117
8,35,0.4694492217206226
8,36,0.44710805662661735
8,37,0.42300258277216013
8,38,0.3972279678038023
8,39,0.3698859734093478
8,40,0.3410845510035731
8,41,0.3109374202065347
8,42,0.2795636167239585
8,43,0.24708702811912678
8,44,0.21363590085706174
8,45,0.1793423409483902
8,46,0.1443417877548463
8,47,0.1087724876736846
8,48,0.07277494281375547
8,49,0.036491366353400945
8,50,0.00006511458544633877
8,51,-0.03635986708665754
8,52,-0.07263961997347705
8,53,-0.10863072630517416
8,54,-0.1441908840276281
8,55,-0.1791794519918784
8,56,-0.21345801481036825
8,57,-0.24689090988916812
8,58,-0.2793457735365268
8,59,-0.31069404090074476
8,60,-0.34081146473204016
8,61,-0.3695785796068727
8,62,-0.3968811850407253
8,63,-0.4226107657907372
8,64,-0.4466649313756524
8,65,-0.4689477847214132
8,66,-0.4893703105278261
8,67,-0.5078506850098267
8,68,-0.5243146059037048
8,69,-0.5386955364914822
8,70,-0.5509349702822883
8,71,-0.5609826027874473
8,72,-0.5687965239258121
8,73,-0.5743433109943465
8,74,-0.577598141456697
8,75,-0.5785448000175326
8,76,-0.5771757034227087
8,77,-0.5734918132228428
8,78,-0.5675025622629768
8,79,-0.5592256623550611
8,80,-0.5486869191227919
8,81,-0.5359199205091669
8,82,-0.5209657232430764
8,83,-0.5038724056317389
8,84,-0.4846946088809893
8,85,-0.4634929433108843
8,86,-0.4403333847602162
8,87,-0.4152865616688892
8,88,-0.38842708315781443
8,89,-0.3598328760944181
8,90,-0.32958477042882695
8,91,-0.2977664708840775
8,92,-0.26446537867075626
8,93,-0.2297747289890561
8,94,-0.19379782569056256
8,95,-0.15665500327929138
8,96,-0.11849359162082188
8,97,-0.07949962581984692
8,98,-0.03990744026388769
8,99,0
9,0,0
9,1,0.0339487443806876
9,2,0.06776350874959569
9,3,0.1013108418566933
9,4,0.13445834790007588
9,5,0.16707520902464684
9,6,0.19903270162891396
9,7,0.23020470435948398
9,8,0.26046819589941994
9,9,0.28970374044463687
9,10,0.3177959591289635
9,11,0.3446339853219212
9,12,0.37011190226378377
9,13,0.3941291609981008
9,14,0.4165909773259132
9,15,0.4374087057731355
9,16,0.4565001896183748
9,17,0.47379008498552067
9,18,0.48921015844434823
9,19,0.5026995561013273
9,20,0.5142050441048298
9,21,0.5236812184697534
9,22,0.5310906847267928
9,23,0.5364042051451915
9,24,0.5396008147341056
9,25,0.5406679035078217
9,26,0.5396012670617079
9,27,0.5364051225399431
9,28,0.5310920930531617
9,29,0.5236831570439473
9,30,0.5142075668718006
9,31,0.5027027323099151
9,32,0.4892140746790501
9,33,0.47379484623398915
9,34,0.456505922264807
9,35,0.43741555912677166
9,36,0.416599127729129
9,37,0.3941388139124869
9,38,0.37012329769588437
9,39,0.34464740059618815
9,40,0.31781171588888296
9,41,0.2897222082811649
9,42,0.2604898012465922
9,43,0.23022993519521476
9,44,0.19906211865420861
9,45,0.16710945171403385
9,46,0.13449814843515895
9,47,0.10135703288028282
9,48,0.06781704062170352
9,49,0.03401069508958059
9,50,0.00007159642790144534
9,51,-0.03386611380654467
9,52,-0.06766826794448416
9,53,-0.10120121093190224
9,54,-0.1343323111730732
9,55,-0.1669304943900186
9,56,-0.19886674140424956
9,57,-0.23001460887139233
9,58,-0.26025070553077057
9,59,-0.2894551916996089
9,60,-0.3175122257671939
9,61,-0.34431043456353866
9,62,-0.3697433222220803
9,63,-0.3937097038388444
9,64,-0.4161140692521029
9,65,-0.43686697275337316
9,66,-0.4558853448019159
9,67,-0.4730928309014024
9,68,-0.48842004473615364
9,69,-0.501804849636094
9,70,-0.5131925470277311
9,71,-0.5225360941064092
9,72,-0.5297962217556198
9,73,-0.5349415820421546
9,74,-0.5379487897732025
9,75,-0.538802493132339
9,76,-0.537495332726266
9,77,-0.5340279280399449
9,78,-0.5284087471955605
9,79,-0.520654001100184
9,80,-0.5107874166387896
9,81,-0.49884003034026936
9,82,-0.48484985908281897
9,83,-0.4688615889103
9,84,-0.45092614586505064
9,85,-0.43110029216601065
9,86,-0.409446130046632
9,87,-0.38603066996133617
9,88,-0.3609253877772909
9,89,-0.3342059701144819
9,90,-0.30595226137045023
9,91,-0.2762487067041109
9,92,-0.24518545123520497
9,93,-0.21286050655169042
9,94,-0.17938321655021608
9,95,-0.14487924486398523
9,96,-0.10949668666565905
9,97,-0.07341211083785845
9,98,-0.03683397240753006
9,99,0
10,0,0
10,1,0.03161025357281691
10,2,0.06309575610231198
10,3,0.09433224889077936
10,4,0.12519645597668713
10,5,0.15556657067205676
10,6,0.1853227362639085
10,7,0.21434751907341296
10,8,0.24252637188536036
10,9,0.26974808607360423
10,10,0.2959052304463177
10,11,0.3208945753147306
10,12,0.34461749982759604
10,13,0.3669803813055899
10,14,0.3878949646328788
10,15,0.4072787107309572
10,16,0.42505512217053093
10,17,0.441154045307513
10,18,0.45551194696506003
10,19,0.46807216549091263
10,20,0.47878513412633783
10,21,0.48760857705660804
10,22,0.494507675918521
10,23,0.4994552077919994
10,24,0.5024316521874184
10,25,0.5034252688525251
10,26,0.5024321435107718
10,27,0.49945620431965865
10,28,0.4945092055868031
10,29,0.4876106826984941
10,30,0.47878787400609224
10,31,0.4680756150317946
10,32,0.4555161996788172
10,33,0.44115921549973247
10,34,0.42506134632454473
10,35,0.40728615133020313
10,36,0.3879038120863829
10,37,0.36699085907796103
10,38,0.344629867024982
10,39,0.3209091333686408
10,40,0.29592232651642714
10,41,0.2697681215928956
10,42,0.24254980698143958
10,43,0.214374883351274
10,44,0.1853546345032255
10,45,0.1556036963025758
10,46,0.12523959837889084
10,47,0.09438231011081541
10,48,0.06315376017241246
10,49,0.03167736712253817
10,50,0.00007754412762519744
10,51,-0.0315207780012252
10,52,-0.06299265334910356
10,53,-0.09421359739868673
10,54,-0.12506008915232927
